HDR,ROLLING SYSTEM DEMAND
VD,20210108110500,42747
VD,20210108111000,42755
VD,20210108111500,42860
VD,20210108112000,42840
VD,20210108112500,42804
VD,20210108113000,42842
VD,20210108113500,42931
VD,20210108114000,42993
VD,20210108114500,42983
VD,20210108115000,42993
VD,20210108115500,43190
VD,20210108120000,43332
VD,20210108120500,43539
VD,20210108121000,43536
VD,20210108121500,43593
VD,20210108122000,43589
VD,20210108122500,43602
VD,20210108123000,43628
VD,20210108123500,43670
VD,20210108124000,43479
VD,20210108124500,43485
VD,20210108125000,43537
VD,20210108125500,43504
VD,20210108130000,43554
VD,20210108130500,43589
VD,20210108131000,43690
VD,20210108131500,43729
VD,20210108132000,43695
VD,20210108132500,43651
VD,20210108133000,43529
VD,20210108133500,43338
VD,20210108134000,43184
VD,20210108134500,43078
VD,20210108135000,42957
VD,20210108135500,42920
VD,20210108140000,42951
VD,20210108140500,43018
VD,20210108141000,42984
VD,20210108141500,42922
VD,20210108142000,42846
VD,20210108142500,42988
VD,20210108143000,42956
VD,20210108143500,43027
VD,20210108144000,42954
VD,20210108144500,42751
VD,20210108145000,42771
VD,20210108145500,42879
VD,20210108150000,42893
VD,20210108150500,43051
VD,20210108151000,43252
VD,20210108151500,43134
VD,20210108152000,43128
VD,20210108152500,43134
VD,20210108153000,43190
VD,20210108153500,43254
VD,20210108154000,43443
VD,20210108154500,43562
VD,20210108155000,43701
VD,20210108155500,43781
VD,20210108160000,43767
VD,20210108160500,43665
VD,20210108161000,43649
VD,20210108161500,43869
VD,20210108162000,44093
VD,20210108162500,44382
VD,20210108163000,44644
VD,20210108163500,44993
VD,20210108164000,45056
VD,20210108164500,45233
VD,20210108165000,45362
VD,20210108165500,45372
VD,20210108170000,45470
VD,20210108170500,45488
VD,20210108171000,45530
VD,20210108171500,45598
VD,20210108172000,45638
VD,20210108172500,45698
VD,20210108173000,45712
VD,20210108173500,45688
VD,20210108174000,45596
VD,20210108174500,45476
VD,20210108175000,45442
VD,20210108175500,45339
VD,20210108180000,45349
VD,20210108180500,45348
VD,20210108181000,45306
VD,20210108181500,45148
VD,20210108182000,45018
VD,20210108182500,44870
VD,20210108183000,44723
VD,20210108183500,44647
VD,20210108184000,44490
VD,20210108184500,44353
VD,20210108185000,44300
VD,20210108185500,44181
VD,20210108190000,44053
VD,20210108190500,44043
VD,20210108191000,43886
VD,20210108191500,43663
VD,20210108192000,43357
VD,20210108192500,43135
VD,20210108193000,42759
VD,20210108193500,42391
VD,20210108194000,42136
VD,20210108194500,41809
VD,20210108195000,41563
VD,20210108195500,41207
VD,20210108200000,40892
VD,20210108200500,40712
VD,20210108201000,40697
VD,20210108201500,40531
VD,20210108202000,40388
VD,20210108202500,40206
VD,20210108203000,40052
VD,20210108203500,39840
VD,20210108204000,39561
VD,20210108204500,39480
VD,20210108205000,39354
VD,20210108205500,39071
VD,20210108210000,38739
VD,20210108210500,38520
VD,20210108211000,38097
VD,20210108211500,37738
VD,20210108212000,37403
VD,20210108212500,37151
VD,20210108213000,36926
VD,20210108213500,36670
VD,20210108214000,36700
VD,20210108214500,36298
VD,20210108215000,36076
VD,20210108215500,35920
VD,20210108220000,35572
VD,20210108220500,35605
VD,20210108221000,35543
VD,20210108221500,35119
VD,20210108222000,34849
VD,20210108222500,34561
VD,20210108223000,34284
VD,20210108223500,34124
VD,20210108224000,33999
VD,20210108224500,33629
VD,20210108225000,33480
VD,20210108225500,33073
VD,20210108230000,32691
VD,20210108230500,32339
VD,20210108231000,32257
VD,20210108231500,31961
VD,20210108232000,31679
VD,20210108232500,31483
VD,20210108233000,31325
VD,20210108233500,31308
VD,20210108234000,31260
VD,20210108234500,31259
VD,20210108235000,31170
VD,20210108235500,31043
VD,20210109000000,30970
VD,20210109000500,31082
VD,20210109001000,31019
VD,20210109001500,30893
VD,20210109002000,30813
VD,20210109002500,30748
VD,20210109003000,30798
VD,20210109003500,31185
VD,20210109004000,31380
VD,20210109004500,31546
VD,20210109005000,31662
VD,20210109005500,31692
VD,20210109010000,31719
VD,20210109010500,31705
VD,20210109011000,31666
VD,20210109011500,31746
VD,20210109012000,31764
VD,20210109012500,31687
VD,20210109013000,31551
VD,20210109013500,31383
VD,20210109014000,31210
VD,20210109014500,31145
VD,20210109015000,31025
VD,20210109015500,30835
VD,20210109020000,30618
VD,20210109020500,30558
VD,20210109021000,30483
VD,20210109021500,30451
VD,20210109022000,30399
VD,20210109022500,30402
VD,20210109023000,30366
VD,20210109023500,30394
VD,20210109024000,30355
VD,20210109024500,30315
VD,20210109025000,30216
VD,20210109025500,30114
VD,20210109030000,30092
VD,20210109030500,29944
VD,20210109031000,29873
VD,20210109031500,29734
VD,20210109032000,29537
VD,20210109032500,29466
VD,20210109033000,29444
VD,20210109033500,29317
VD,20210109034000,29210
VD,20210109034500,29171
VD,20210109035000,29070
VD,20210109035500,29026
VD,20210109040000,28934
VD,20210109040500,28890
VD,20210109041000,28868
VD,20210109041500,28978
VD,20210109042000,28963
VD,20210109042500,28924
VD,20210109043000,28921
VD,20210109043500,28900
VD,20210109044000,28863
VD,20210109044500,28775
VD,20210109045000,28777
VD,20210109045500,28753
VD,20210109050000,28765
VD,20210109050500,28829
VD,20210109051000,28909
VD,20210109051500,28946
VD,20210109052000,28891
VD,20210109052500,28835
VD,20210109053000,28886
VD,20210109053500,28859
VD,20210109054000,28836
VD,20210109054500,29088
VD,20210109055000,29172
VD,20210109055500,29357
VD,20210109060000,29546
VD,20210109060500,29795
VD,20210109061000,30110
VD,20210109061500,30368
VD,20210109062000,30600
VD,20210109062500,30698
VD,20210109063000,30558
VD,20210109063500,30732
VD,20210109064000,31121
VD,20210109064500,31361
VD,20210109065000,31401
VD,20210109065500,31381
VD,20210109070000,31316
VD,20210109070500,31137
VD,20210109071000,31144
VD,20210109071500,31082
VD,20210109072000,31156
VD,20210109072500,31325
VD,20210109073000,31335
VD,20210109073500,31293
VD,20210109074000,31229
VD,20210109074500,31329
VD,20210109075000,31426
VD,20210109075500,31518
VD,20210109080000,31745
VD,20210109080500,32095
VD,20210109081000,32333
VD,20210109081500,32593
VD,20210109082000,32794
VD,20210109082500,33022
VD,20210109083000,33315
VD,20210109083500,33705
VD,20210109084000,33929
VD,20210109084500,34166
VD,20210109085000,34338
VD,20210109085500,34588
VD,20210109090000,34780
VD,20210109090500,35026
VD,20210109091000,35306
VD,20210109091500,35520
VD,20210109092000,35591
VD,20210109092500,35910
VD,20210109093000,36037
VD,20210109093500,36181
VD,20210109094000,36221
VD,20210109094500,36288
VD,20210109095000,36439
VD,20210109095500,36623
VD,20210109100000,36717
VD,20210109100500,36777
VD,20210109101000,36796
VD,20210109101500,36760
VD,20210109102000,37063
VD,20210109102500,37211
VD,20210109103000,37291
VD,20210109103500,37321
VD,20210109104000,37353
VD,20210109104500,37439
VD,20210109105000,37477
VD,20210109105500,37468
VD,20210109110000,37516
VD,20210109110500,37519
VD,20210109111000,37549
VD,20210109111500,37594
VD,20210109112000,37673
VD,20210109112500,37800
VD,20210109113000,37863
VD,20210109113500,37881
VD,20210109114000,37886
VD,20210109114500,37865
VD,20210109115000,37892
VD,20210109115500,37882
VD,20210109120000,37920
VD,20210109120500,38055
VD,20210109121000,38047
VD,20210109121500,37979
VD,20210109122000,38067
VD,20210109122500,38118
VD,20210109123000,38063
VD,20210109123500,38067
VD,20210109124000,37979
VD,20210109124500,37966
VD,20210109125000,37957
VD,20210109125500,37972
VD,20210109130000,38029
VD,20210109130500,38032
VD,20210109131000,38058
VD,20210109131500,38109
VD,20210109132000,38090
VD,20210109132500,38016
VD,20210109133000,37903
VD,20210109133500,37977
VD,20210109134000,37998
VD,20210109134500,37918
VD,20210109135000,37887
VD,20210109135500,37861
VD,20210109140000,37929
VD,20210109140500,37891
VD,20210109141000,37954
VD,20210109141500,37954
VD,20210109142000,37994
VD,20210109142500,38042
VD,20210109143000,38060
VD,20210109143500,37956
VD,20210109144000,37998
VD,20210109144500,38030
VD,20210109145000,38106
VD,20210109145500,38301
VD,20210109150000,38370
VD,20210109150500,38366
VD,20210109151000,38583
VD,20210109151500,38554
VD,20210109152000,38560
VD,20210109152500,38671
VD,20210109153000,38834
VD,20210109153500,38965
VD,20210109154000,39054
VD,20210109154500,39273
VD,20210109155000,39546
VD,20210109155500,39693
VD,20210109160000,39888
VD,20210109160500,40496
VD,20210109161000,40514
VD,20210109161500,40612
VD,20210109162000,40962
VD,20210109162500,41359
VD,20210109163000,41843
VD,20210109163500,42216
VD,20210109164000,42572
VD,20210109164500,42800
VD,20210109165000,42959
VD,20210109165500,43081
VD,20210109170000,43270
VD,20210109170500,43631
VD,20210109171000,43660
VD,20210109171500,43667
VD,20210109172000,43786
VD,20210109172500,44056
VD,20210109173000,44198
VD,20210109173500,44238
VD,20210109174000,44308
VD,20210109174500,44314
VD,20210109175000,44367
VD,20210109175500,44418
VD,20210109180000,44231
VD,20210109180500,44175
VD,20210109181000,44117
VD,20210109181500,43946
VD,20210109182000,43804
VD,20210109182500,43815
VD,20210109183000,43682
VD,20210109183500,43576
VD,20210109184000,43229
VD,20210109184500,43022
VD,20210109185000,42699
VD,20210109185500,42296
VD,20210109190000,42062
VD,20210109190500,41749
VD,20210109191000,41597
VD,20210109191500,41233
VD,20210109192000,40928
VD,20210109192500,40731
VD,20210109193000,40396
VD,20210109193500,40351
VD,20210109194000,40228
VD,20210109194500,40066
VD,20210109195000,39942
VD,20210109195500,39870
VD,20210109200000,39751
VD,20210109200500,39535
VD,20210109201000,39448
VD,20210109201500,39169
VD,20210109202000,39006
VD,20210109202500,38840
VD,20210109203000,38582
VD,20210109203500,38211
VD,20210109204000,37985
VD,20210109204500,37789
VD,20210109205000,37676
VD,20210109205500,37501
VD,20210109210000,37231
VD,20210109210500,36786
VD,20210109211000,36441
VD,20210109211500,36211
VD,20210109212000,35994
VD,20210109212500,35792
VD,20210109213000,35492
VD,20210109213500,35156
VD,20210109214000,34837
VD,20210109214500,34578
VD,20210109215000,34411
VD,20210109215500,34369
VD,20210109220000,34177
VD,20210109220500,34058
VD,20210109221000,33568
VD,20210109221500,33295
VD,20210109222000,33008
VD,20210109222500,32743
VD,20210109223000,32486
VD,20210109223500,32235
VD,20210109224000,31907
VD,20210109224500,31538
VD,20210109225000,31284
VD,20210109225500,30983
VD,20210109230000,30735
VD,20210109230500,30553
VD,20210109231000,30138
VD,20210109231500,29881
VD,20210109232000,29728
VD,20210109232500,29473
VD,20210109233000,29325
VD,20210109233500,29187
VD,20210109234000,29078
VD,20210109234500,28958
VD,20210109235000,28893
VD,20210109235500,28696
VD,20210110000000,28517
VD,20210110000500,28527
VD,20210110001000,28551
VD,20210110001500,28501
VD,20210110002000,28503
VD,20210110002500,28476
VD,20210110003000,28422
VD,20210110003500,28710
VD,20210110004000,28762
VD,20210110004500,28839
VD,20210110005000,28866
VD,20210110005500,28770
VD,20210110010000,28720
VD,20210110010500,28694
VD,20210110011000,28745
VD,20210110011500,28807
VD,20210110012000,28721
VD,20210110012500,28587
VD,20210110013000,28536
VD,20210110013500,28587
VD,20210110014000,28534
VD,20210110014500,28497
VD,20210110015000,28416
VD,20210110015500,28314
VD,20210110020000,28201
VD,20210110020500,28020
VD,20210110021000,27972
VD,20210110021500,28044
VD,20210110022000,28024
VD,20210110022500,27860
VD,20210110023000,27798
VD,20210110023500,27785
VD,20210110024000,27794
VD,20210110024500,27944
VD,20210110025000,27885
VD,20210110025500,27832
VD,20210110030000,27727
VD,20210110030500,27707
VD,20210110031000,27622
VD,20210110031500,27456
VD,20210110032000,27388
VD,20210110032500,27165
VD,20210110033000,26997
VD,20210110033500,26936
VD,20210110034000,26989
VD,20210110034500,27006
VD,20210110035000,26974
VD,20210110035500,27052
VD,20210110040000,27017
VD,20210110040500,26903
VD,20210110041000,26742
VD,20210110041500,26746
VD,20210110042000,26759
VD,20210110042500,26691
VD,20210110043000,26638
VD,20210110043500,26668
VD,20210110044000,26834
VD,20210110044500,26903
VD,20210110045000,26898
VD,20210110045500,26860
VD,20210110050000,26779
VD,20210110050500,26726
VD,20210110051000,26702
VD,20210110051500,26707
VD,20210110052000,26681
VD,20210110052500,26727
VD,20210110053000,26703
VD,20210110053500,26683
VD,20210110054000,26740
VD,20210110054500,26804
VD,20210110055000,26852
VD,20210110055500,26899
VD,20210110060000,26865
VD,20210110060500,27015
VD,20210110061000,27124
VD,20210110061500,27317
VD,20210110062000,27364
VD,20210110062500,27252
VD,20210110063000,27346
VD,20210110063500,27716
VD,20210110064000,27921
VD,20210110064500,27946
VD,20210110065000,28058
VD,20210110065500,28057
VD,20210110070000,28214
VD,20210110070500,28482
VD,20210110071000,28705
VD,20210110071500,28897
VD,20210110072000,29042
VD,20210110072500,29151
VD,20210110073000,29306
VD,20210110073500,29437
VD,20210110074000,29408
VD,20210110074500,29494
VD,20210110075000,29650
VD,20210110075500,29623
VD,20210110080000,29699
VD,20210110080500,29684
VD,20210110081000,29572
VD,20210110081500,29739
VD,20210110082000,29753
VD,20210110082500,29862
VD,20210110083000,30104
VD,20210110083500,30387
VD,20210110084000,30717
VD,20210110084500,31037
VD,20210110085000,31329
VD,20210110085500,31527
VD,20210110090000,31690
VD,20210110090500,31885
VD,20210110091000,32167
VD,20210110091500,32560
VD,20210110092000,32812
VD,20210110092500,33097
VD,20210110093000,33310
VD,20210110093500,33492
VD,20210110094000,33712
VD,20210110094500,33889
VD,20210110095000,34073
VD,20210110095500,34365
VD,20210110100000,34566
VD,20210110100500,34836
VD,20210110101000,35128
VD,20210110101500,35303
VD,20210110102000,35344
VD,20210110102500,35278
VD,20210110103000,35122
VD,20210110103500,35292
VD,20210110104000,35596
VD,20210110104500,35871
VD,20210110105000,36028
VD,20210110105500,36190
VD,20210110110000,36304
VD,20210110110500,36301
VD,20210110111000,36419
VD,20210110111500,36445
VD,20210110112000,36564
VD,20210110112500,36595
VD,20210110113000,36569
VD,20210110113500,36652
VD,20210110114000,36804
VD,20210110114500,36867
VD,20210110115000,36881
VD,20210110115500,37042
VD,20210110120000,37210
VD,20210110120500,37476
VD,20210110121000,37716
VD,20210110121500,37795
VD,20210110122000,38050
VD,20210110122500,38103
VD,20210110123000,38324
VD,20210110123500,38428
VD,20210110124000,38522
VD,20210110124500,38528
VD,20210110125000,38468
VD,20210110125500,38356
VD,20210110130000,38362
VD,20210110130500,38459
VD,20210110131000,38426
VD,20210110131500,38518
VD,20210110132000,38648
VD,20210110132500,38736
VD,20210110133000,38697
VD,20210110133500,38777
VD,20210110134000,38829
VD,20210110134500,38845
VD,20210110135000,38921
VD,20210110135500,38875
VD,20210110140000,38847
VD,20210110140500,38987
VD,20210110141000,39041
VD,20210110141500,39090
VD,20210110142000,39193
VD,20210110142500,39252
VD,20210110143000,39285
VD,20210110143500,39352
VD,20210110144000,39406
VD,20210110144500,39382
VD,20210110145000,39427
VD,20210110145500,39471
VD,20210110150000,39548
VD,20210110150500,39765
VD,20210110151000,39919
VD,20210110151500,40065
VD,20210110152000,40176
VD,20210110152500,40229
VD,20210110153000,40262
VD,20210110153500,40285
VD,20210110154000,40428
VD,20210110154500,40619
VD,20210110155000,40788
VD,20210110155500,40961
VD,20210110160000,41153
VD,20210110160500,41485
VD,20210110161000,41811
VD,20210110161500,42171
VD,20210110162000,42443
VD,20210110162500,42852
VD,20210110163000,43091
VD,20210110163500,43469
VD,20210110164000,43685
VD,20210110164500,43981
VD,20210110165000,44147
VD,20210110165500,44246
VD,20210110170000,44256
VD,20210110170500,44141
VD,20210110171000,44057
VD,20210110171500,44220
VD,20210110172000,44320
VD,20210110172500,44285
VD,20210110173000,44347
VD,20210110173500,44393
VD,20210110174000,44371
VD,20210110174500,44257
VD,20210110175000,44120
VD,20210110175500,43949
VD,20210110180000,43733
VD,20210110180500,43418
VD,20210110181000,43302
VD,20210110181500,42922
VD,20210110182000,42720
VD,20210110182500,42699
VD,20210110183000,42277
VD,20210110183500,41797
VD,20210110184000,41508
VD,20210110184500,41329
VD,20210110185000,40998
VD,20210110185500,40708
VD,20210110190000,40428
VD,20210110190500,40342
VD,20210110191000,40102
VD,20210110191500,39810
VD,20210110192000,39622
VD,20210110192500,39373
VD,20210110193000,39123
VD,20210110193500,38843
VD,20210110194000,38516
VD,20210110194500,38333
VD,20210110195000,38137
VD,20210110195500,37803
VD,20210110200000,37533
VD,20210110200500,37399
VD,20210110201000,37288
VD,20210110201500,37193
VD,20210110202000,36986
VD,20210110202500,36709
VD,20210110203000,36485
VD,20210110203500,36143
VD,20210110204000,35720
VD,20210110204500,35574
VD,20210110205000,35492
VD,20210110205500,35448
VD,20210110210000,35314
VD,20210110210500,35108
VD,20210110211000,34723
VD,20210110211500,34352
VD,20210110212000,34010
VD,20210110212500,33552
VD,20210110213000,33384
VD,20210110213500,33147
VD,20210110214000,32925
VD,20210110214500,32637
VD,20210110215000,32407
VD,20210110215500,32322
VD,20210110220000,31844
VD,20210110220500,31178
VD,20210110221000,30971
VD,20210110221500,30743
VD,20210110222000,30438
VD,20210110222500,30201
VD,20210110223000,29877
VD,20210110223500,29647
VD,20210110224000,29405
VD,20210110224500,29109
VD,20210110225000,28895
VD,20210110225500,28677
VD,20210110230000,28426
VD,20210110230500,28493
VD,20210110231000,28084
VD,20210110231500,27643
VD,20210110232000,27200
VD,20210110232500,26909
VD,20210110233000,26565
VD,20210110233500,26530
VD,20210110234000,26452
VD,20210110234500,26416
VD,20210110235000,26534
VD,20210110235500,26553
VD,20210111000000,26657
VD,20210111000500,26784
VD,20210111001000,26890
VD,20210111001500,27138
VD,20210111002000,27306
VD,20210111002500,27205
VD,20210111003000,27157
VD,20210111003500,27501
VD,20210111004000,27640
VD,20210111004500,27602
VD,20210111005000,27616
VD,20210111005500,27593
VD,20210111010000,27462
VD,20210111010500,27477
VD,20210111011000,27444
VD,20210111011500,27511
VD,20210111012000,27435
VD,20210111012500,27272
VD,20210111013000,27158
VD,20210111013500,27062
VD,20210111014000,27029
VD,20210111014500,26942
VD,20210111015000,26862
VD,20210111015500,26825
VD,20210111020000,26687
VD,20210111020500,26714
VD,20210111021000,26564
VD,20210111021500,26489
VD,20210111022000,26438
VD,20210111022500,26401
VD,20210111023000,26322
VD,20210111023500,26331
VD,20210111024000,26347
VD,20210111024500,26349
VD,20210111025000,26338
VD,20210111025500,26298
VD,20210111030000,26097
VD,20210111030500,25791
VD,20210111031000,25835
VD,20210111031500,25901
VD,20210111032000,25841
VD,20210111032500,25783
VD,20210111033000,25719
VD,20210111033500,25743
VD,20210111034000,25631
VD,20210111034500,25526
VD,20210111035000,25422
VD,20210111035500,25361
VD,20210111040000,25450
VD,20210111040500,25723
VD,20210111041000,25839
VD,20210111041500,25795
VD,20210111042000,25752
VD,20210111042500,25732
VD,20210111043000,25787
VD,20210111043500,25813
VD,20210111044000,25812
VD,20210111044500,25791
VD,20210111045000,25739
VD,20210111045500,25749
VD,20210111050000,25945
VD,20210111050500,26320
VD,20210111051000,26339
VD,20210111051500,26500
VD,20210111052000,26594
VD,20210111052500,26644
VD,20210111053000,26596
VD,20210111053500,26690
VD,20210111054000,26922
VD,20210111054500,27032
VD,20210111055000,27136
VD,20210111055500,27427
VD,20210111060000,27627
VD,20210111060500,28020
VD,20210111061000,28547
VD,20210111061500,29046
VD,20210111062000,29469
VD,20210111062500,30039
VD,20210111063000,30511
VD,20210111063500,30857
VD,20210111064000,31231
VD,20210111064500,31381
VD,20210111065000,31670
VD,20210111065500,32101
VD,20210111070000,32691
VD,20210111070500,33261
VD,20210111071000,33960
VD,20210111071500,34324
VD,20210111072000,34533
VD,20210111072500,34950
VD,20210111073000,35557
VD,20210111073500,35837
VD,20210111074000,36267
VD,20210111074500,36588
VD,20210111075000,36812
VD,20210111075500,37088
VD,20210111080000,37375
VD,20210111080500,37771
VD,20210111081000,38136
VD,20210111081500,38429
VD,20210111082000,38644
VD,20210111082500,39011
VD,20210111083000,39166
VD,20210111083500,39391
VD,20210111084000,39536
VD,20210111084500,39741
VD,20210111085000,39876
VD,20210111085500,39951
VD,20210111090000,40205
VD,20210111090500,40735
VD,20210111091000,40925
VD,20210111091500,41054
VD,20210111092000,41070
VD,20210111092500,41081
VD,20210111093000,41124
VD,20210111093500,41182
VD,20210111094000,41153
VD,20210111094500,41086
VD,20210111095000,41103
VD,20210111095500,41155
VD,20210111100000,41178
VD,20210111100500,41234
VD,20210111101000,41302
VD,20210111101500,41308
VD,20210111102000,41328
VD,20210111102500,41339
VD,20210111103000,41345
VD,20210111103500,41378
VD,20210111104000,41421
VD,20210111104500,41470
VD,20210111105000,41613
VD,20210111105500,41722
VD,20210111110000,41800
VD,20210111110500,41680
VD,20210111111000,41440
VD,20210111111500,41479
VD,20210111112000,41413
VD,20210111112500,41325
VD,20210111113000,41245
VD,20210111113500,41193
VD,20210111114000,41169
VD,20210111114500,41103
VD,20210111115000,41121
VD,20210111115500,41202
VD,20210111120000,41222
VD,20210111120500,40914
VD,20210111121000,40921
VD,20210111121500,40931
VD,20210111122000,40924
VD,20210111122500,40965
VD,20210111123000,40911
VD,20210111123500,40898
VD,20210111124000,40988
VD,20210111124500,40902
VD,20210111125000,40812
VD,20210111125500,40772
VD,20210111130000,40746
VD,20210111130500,40738
VD,20210111131000,40641
VD,20210111131500,40596
VD,20210111132000,40495
VD,20210111132500,40372
VD,20210111133000,40249
VD,20210111133500,40179
VD,20210111134000,40038
VD,20210111134500,39942
VD,20210111135000,39885
VD,20210111135500,39832
VD,20210111140000,39711
VD,20210111140500,39784
VD,20210111141000,39699
VD,20210111141500,39686
VD,20210111142000,39562
VD,20210111142500,39579
VD,20210111143000,39595
VD,20210111143500,39682
VD,20210111144000,39770
VD,20210111144500,39841
VD,20210111145000,39788
VD,20210111145500,39803
VD,20210111150000,40151
VD,20210111150500,40539
VD,20210111151000,40640
VD,20210111151500,40609
VD,20210111152000,40501
VD,20210111152500,40554
VD,20210111153000,40727
VD,20210111153500,40767
VD,20210111154000,40687
VD,20210111154500,40863
VD,20210111155000,40960
VD,20210111155500,40895
VD,20210111160000,40712
VD,20210111160500,40488
VD,20210111161000,40559
VD,20210111161500,40863
VD,20210111162000,41136
VD,20210111162500,41411
VD,20210111163000,41729
VD,20210111163500,42078
VD,20210111164000,42390
VD,20210111164500,42785
VD,20210111165000,43127
VD,20210111165500,43344
VD,20210111170000,43474
VD,20210111170500,43529
VD,20210111171000,43360
VD,20210111171500,43303
VD,20210111172000,43432
VD,20210111172500,43628
VD,20210111173000,43817
VD,20210111173500,43763
VD,20210111174000,43654
VD,20210111174500,43550
VD,20210111175000,43424
VD,20210111175500,43355
VD,20210111180000,43345
VD,20210111180500,43110
VD,20210111181000,42952
VD,20210111181500,42763
VD,20210111182000,42525
VD,20210111182500,42185
VD,20210111183000,42002
VD,20210111183500,41898
VD,20210111184000,41777
VD,20210111184500,41627
VD,20210111185000,41321
VD,20210111185500,41118
VD,20210111190000,40880
VD,20210111190500,40800
VD,20210111191000,40616
VD,20210111191500,40386
VD,20210111192000,40048
VD,20210111192500,39766
VD,20210111193000,39374
VD,20210111193500,39000
VD,20210111194000,38715
VD,20210111194500,38446
VD,20210111195000,38177
VD,20210111195500,37806
VD,20210111200000,37371
VD,20210111200500,37276
VD,20210111201000,36965
VD,20210111201500,36843
VD,20210111202000,36644
VD,20210111202500,36419
VD,20210111203000,36185
VD,20210111203500,35720
VD,20210111204000,35215
VD,20210111204500,34931
VD,20210111205000,34783
VD,20210111205500,34589
VD,20210111210000,34388
VD,20210111210500,34093
VD,20210111211000,33752
VD,20210111211500,33302
VD,20210111212000,33219
VD,20210111212500,32932
VD,20210111213000,32639
VD,20210111213500,32487
VD,20210111214000,32203
VD,20210111214500,31985
VD,20210111215000,31704
VD,20210111215500,31343
VD,20210111220000,31010
VD,20210111220500,30662
VD,20210111221000,30380
VD,20210111221500,30072
VD,20210111222000,29743
VD,20210111222500,29475
VD,20210111223000,29437
VD,20210111223500,29146
VD,20210111224000,28788
VD,20210111224500,28556
VD,20210111225000,28417
VD,20210111225500,28331
VD,20210111230000,28151
VD,20210111230500,27757
VD,20210111231000,27374
VD,20210111231500,27224
VD,20210111232000,27105
VD,20210111232500,26897
VD,20210111233000,26658
VD,20210111233500,26535
VD,20210111234000,26375
VD,20210111234500,26224
VD,20210111235000,26019
VD,20210111235500,25936
VD,20210112000000,26017
VD,20210112000500,26323
VD,20210112001000,26271
VD,20210112001500,26158
VD,20210112002000,26165
VD,20210112002500,26168
VD,20210112003000,26219
VD,20210112003500,26497
VD,20210112004000,26752
VD,20210112004500,26881
VD,20210112005000,26881
